epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
82,1677.42,0.92229,0.78423,1.17109,0.77095,0.56194,0.65183,0.40414,1.42201,1.18113,1.48825,0.000330233,0.000330233,0.000330233
83,1697.58,0.92107,0.78973,1.16567,0.77607,0.5664,0.65572,0.40646,1.4324,1.18256,1.48299,0.000313729,0.000313729,0.000313729
84,1717.74,0.9233,0.77461,1.15383,0.75916,0.57699,0.65933,0.40616,1.43161,1.18011,1.48725,0.000297226,0.000297226,0.000297226
85,1737.9,0.91612,0.76663,1.15506,0.77634,0.57375,0.66176,0.41328,1.41358,1.17268,1.47445,0.000280723,0.000280723,0.000280723
86,1758.09,0.89624,0.74928,1.14391,0.77044,0.56994,0.65318,0.40585,1.42005,1.17651,1.47882,0.00026422,0.00026422,0.00026422
87,1778.3,0.90069,0.76856,1.14885,0.74957,0.58423,0.6631,0.41232,1.43062,1.16148,1.49653,0.000247716,0.000247716,0.000247716
88,1798.43,0.89385,0.75122,1.14678,0.78191,0.573,0.66254,0.41205,1.42223,1.16938,1.48687,0.000231213,0.000231213,0.000231213
89,1818.58,0.9113,0.75634,1.14808,0.76479,0.56733,0.65184,0.40675,1.43024,1.18256,1.4937,0.00021471,0.00021471,0.00021471
90,1838.89,0.88418,0.7363,1.14543,0.77372,0.57495,0.66494,0.41538,1.42825,1.15338,1.49255,0.000198206,0.000198206,0.000198206
91,1858.98,0.85872,0.69032,1.11747,0.74538,0.58296,0.65542,0.40665,1.43368,1.15747,1.50796,0.000181703,0.000181703,0.000181703
92,1878.62,0.83986,0.61875,1.09813,0.7723,0.55864,0.65404,0.40371,1.43647,1.1584,1.50637,0.0001652,0.0001652,0.0001652
93,1898,0.82108,0.60561,1.08767,0.76961,0.57359,0.6577,0.40577,1.42604,1.1533,1.49376,0.000148696,0.000148696,0.000148696
94,1917.36,0.8154,0.59478,1.08085,0.77389,0.56384,0.65583,0.40666,1.43003,1.17282,1.49908,0.000132193,0.000132193,0.000132193
95,1936.7,0.8013,0.57987,1.06465,0.77154,0.56745,0.65682,0.41075,1.42763,1.16861,1.50375,0.00011569,0.00011569,0.00011569
96,1956.02,0.79341,0.57933,1.07429,0.75583,0.57621,0.65488,0.41061,1.42828,1.16761,1.5018,9.91865e-05,9.91865e-05,9.91865e-05
97,1975.35,0.80031,0.57436,1.06827,0.81465,0.54522,0.65094,0.40572,1.42732,1.17238,1.49659,8.26832e-05,8.26832e-05,8.26832e-05
98,1994.65,0.79119,0.56914,1.0699,0.79434,0.56653,0.65532,0.40872,1.42604,1.16548,1.49654,6.61799e-05,6.61799e-05,6.61799e-05
99,2013.99,0.78616,0.56045,1.06516,0.79146,0.56291,0.65627,0.41047,1.42316,1.16285,1.49804,4.96766e-05,4.96766e-05,4.96766e-05
100,2033.3,0.77506,0.54604,1.04854,0.79735,0.56151,0.65469,0.40966,1.42761,1.16794,1.49926,3.31733e-05,3.31733e-05,3.31733e-05
